car_id,brand_id,brand_name,car_name,category,energy_type,price,price_min,price_max,launch_year,sales,range,battery,power,torque,length,width,height,wheelbase,seats,acceleration,max_speed,fuel_consumption,rating,review_count,intelligence_score,comfort_score,space_score,performance_score,image
98,20,雷克萨斯,RX450h,SUV,油电混动,692000,642000,742000,2024,3967,0,,193.0,407,4826,1984,1754,2824,7,10.2,192,7.3,4.3,0,9,8.4,7.7,8.3,https://www.2008php.com/09_Website_appreciate/10-12-22/20101222021037.jpg
99,20,雷克萨斯,NX300h,SUV,油电混动,368000,338000,398000,2024,12201,0,,114.0,206,4623,1928,1750,2853,5,10.5,173,9.3,4.6,0,8,6.4,7.7,7.5,https://img.pcauto.com.cn/images/upload/upc/tx/auto5/2211/23/c30/342763673_1669195719617.jpeg
100,20,雷克萨斯,UX300e,SUV,纯电动,382000,362000,402000,2024,18362,400.0,57.1,150.0,500,4666,1948,1768,2880,5,6.6,164,,4.2,0,7,7.5,7.6,6.3,http://d.ifengimg.com/q100/img1.ugc.ifeng.com/newugc/20171214/22/wemedia/90c66bd7480380272e73f4444dc382c17dbf251c_size491_w1500_h1000.JPG
101,21,大众,迈腾,轿车,燃油,215100,186900,243300,2024,20913,0,,162.0,289,4760,1873,1477,2846,5,10.7,178,5.3,3.8,0,10,8.8,8.2,8.9,https://brand2.svw-volkswagen.com/temp/passat/0826/meitu/meitu-pc (5).jpg
102,21,大众,帕萨特,轿车,燃油,209900,179900,239900,2024,20298,0,,162.0,271,4785,1811,1477,2727,5,10.6,193,5.2,4.8,0,9,6.8,8.7,6.3,http://p1.ifengimg.com/auto/dealer/85742_news_1564047834201.jpg
103,21,大众,探岳,SUV,燃油,233900,198900,268900,2024,24461,0,,137.0,292,4924,1914,1767,2830,5,10.5,169,7.7,4.0,0,10,8.1,8.7,8.3,http://n.sinaimg.cn/sinakd10015/520/w1272h848/20221026/7181-55fbb162488add980d0eceb71348ebaf.jpg
104,21,大众,途观L,SUV,燃油,280800,215800,345800,2024,25229,0,,137.0,278,4690,1998,1780,2826,6,10.9,188,9.0,4.8,0,7,9.5,7.1,9.4,https://www.csvw.com/u/cms/www/202107/17165157fi5P.jpg
105,21,大众,ID.4 CROZZ,SUV,纯电动,240900,195900,285900,2024,37399,554.0,78.6,150.0,420,4761,1919,1756,2717,6,6.1,163,,4.2,0,6,7.6,6.1,7.3,https://www.csvw.com/u/cms/www/202208/26151021Zsf8.jpg
106,22,奔驰,C200L,轿车,燃油,348800,323800,373800,2024,10183,0,,170.0,328,4746,1809,1491,2723,5,10.5,189,6.7,4.8,0,6,6.1,9.2,8.0,https://img2.bitautoimg.com/autoalbum/files/20230410/766/202304101320108532576649037_3000x2000_w1.jpg
107,22,奔驰,E260L,轿车,燃油,502800,452800,552800,2024,3619,0,,177.0,328,4696,1841,1488,2821,5,11.0,188,5.3,4.8,0,8,8.5,7.8,6.6,http://n.sinaimg.cn/sinacn/w1400h788/20180307/7fd5-fxipenp1518723.jpg
108,22,奔驰,GLC260L,SUV,燃油,488800,443800,533800,2024,11870,0,,185.0,345,4726,1990,1756,2812,7,10.1,183,9.8,4.2,0,12,8.4,6.2,8.2,https://img3.bitautoimg.com/autoalbum/files/20230410/425/202304101326108532642593720_3000x2000_w1.jpg
109,22,奔驰,G63,SUV,燃油,2088000,1588000,2588000,2024,1625,0,,430.0,849,4771,1908,1742,2724,7,9.6,257,9.6,4.2,0,8,6.5,7.2,9.4,https://img4.bitautoimg.com/autoalbum/files/20211007/729/20211007132434243417530_3000x2000_w1.jpg
110,22,奔驰,EQC,SUV,纯电动,549800,499800,599800,2024,6367,415.0,61.4,300.0,775,4957,1984,1750,2733,7,5.7,222,,4.7,0,6,8.9,8.6,8.4,https://img4.bitautoimg.com/autoalbum/files/20221206/145/202212061592030933514596835_3000x2000_w1.jpg
111,23,宝马,3系,轿车,燃油,369900,319900,419900,2024,10223,0,,190.0,341,4869,1811,1491,2871,5,10.3,183,5.9,4.8,0,6,8.7,6.7,9.5,https://n.sinaimg.cn/auto/25/w1935h1290/20230524/c6eb-88dabc230a81848a7b93a0e76e403624.jpg
112,23,宝马,5系,轿车,油电混动,529900,429900,629900,2024,3531,0,,210.0,453,4679,1809,1468,2725,5,10.5,247,5.1,4.2,0,8,6.5,7.3,6.6,https://img4.bitautoimg.com/autoalbum/files/20230118/354/20230118318400998335462856_3000x2000_w1.jpg
113,23,宝马,X3,SUV,燃油,514900,429900,599900,2024,3888,0,,252.0,505,5025,1988,1798,2859,5,9.8,226,9.0,4.1,0,6,7.0,8.6,7.6,https://img1.bitautoimg.com/autoalbum/files/20221017/420/202210174678_3000x2000_w1.jpg
114,23,宝马,X5,SUV,燃油,729900,629900,829900,2024,4033,0,,340.0,725,4873,1930,1739,2900,6,9.7,253,10.0,4.3,0,12,7.3,7.8,9.4,https://n.sinaimg.cn/sinakd20230524ac/600/w1920h1080/20230524/179d-5cc970af0fd32153334bc3dcd192ac7c.jpg
115,23,宝马,i3,轿车,纯电动,398900,353900,443900,2024,17174,592.0,80.1,210.0,626,4702,1877,1458,2764,5,5.9,193,,4.6,0,11,6.4,6.3,6.6,http://s3.xchuxing.com/xchuxing/article/2020/09/26/dbdf7202009260922334939.jpg
116,24,奥迪,A4L,轿车,燃油,367800,327800,407800,2024,10848,0,,185.0,289,4830,1865,1459,2811,5,10.9,188,7.7,4.8,0,7,7.4,7.3,7.4,https://www.saic-audi.cn/content/dam/OneWeb/saic_audi/素材压缩/PCT4B1.jpg
117,24,奥迪,A6L,轿车,燃油,535800,417800,653800,2024,3316,0,,265.0,457,4641,1847,1464,2707,5,9.9,222,7.4,4.0,0,9,8.9,8.4,6.5,https://www.saic-audi.cn/content/dam/OneWeb/saic_audi/new_a7l/0519/1-1.jpg
118,24,奥迪,Q5L,SUV,燃油,442800,387800,497800,2024,11842,0,,185.0,395,4961,1960,1757,2857,5,10.0,173,9.5,4.4,0,8,7.8,6.4,7.0,http://n.sinaimg.cn/sinakd20201216ac/586/w1919h1067/20201216/a0c3-kffctcc6410470.jpg
119,24,奥迪,Q7,SUV,燃油,762800,637800,887800,2024,4208,0,,250.0,487,4754,1915,1706,2761,6,10.4,188,7.3,4.8,0,11,6.1,7.8,6.8,https://img3.bitautoimg.com/autoalbum/files/20221122/324/202211222995.jpg
120,24,奥迪,e-tron GT,轿车,纯电动,1269800,1069800,1469800,2024,2150,500.0,72.6,350.0,959,4673,1837,1477,2700,5,5.4,190,,4.4,0,9,9.3,7.9,8.8,https://www.audi.cn/content/dam/OneWeb/faw_vw/audi_brand_campaign_content/2023/0706-e-trongt/type/1pc_e-tronGT_2800x1500-1.jpg
121,25,保时捷,Macan,SUV,燃油,848000,698000,998000,2024,1647,0,,185.0,283,4859,1970,1702,2799,6,10.4,183,7.8,3.8,0,8,7.2,8.6,8.2,https://chaopao-1301250629.cos.ap-guangzhou.myqcloud.com/data/img/20210111/2343436494281b.jpeg?mageMogr2/rquality/20
122,25,保时捷,Cayenne,SUV,油电混动,1348000,998000,1698000,2024,1716,0,,340.0,644,4995,1974,1794,2893,6,9.9,223,9.4,4.0,0,7,7.6,8.4,8.2,https://img2.bitautoimg.com/autoalbum/files/20221102/347/20221102632735646834702334_3000x2000_w1.jpg
123,25,保时捷,Panamera,轿车,油电混动,1688000,1038000,2338000,2024,1440,0,,340.0,837,4669,1808,1495,2898,5,9.6,205,5.1,4.0,0,11,9.3,7.8,9.5,http://n.sinaimg.cn/sinakd10008/400/w1280h720/20230103/b3b4-cf0dc311f35e9bf05bc3584b893cadc4.jpg
124,25,保时捷,718,跑车,燃油,748000,598000,898000,2024,1051,0,,220.0,359,4678,1960,1332,2609,4,10.2,186,13.1,4.2,0,11,7.3,9.1,8.6,https://img1.xcarimg.com/parts/22960/28352/20180515152411081181665171866.jpg
125,25,保时捷,Taycan,轿车,纯电动,1198000,898000,1498000,2024,2208,500.0,73.3,440.0,1262,4797,1843,1461,2827,5,5.3,214,,4.7,0,10,6.3,8.1,8.9,https://chaopao-1301250629.cos.ap-guangzhou.myqcloud.com/data/image/20220816/1351468857dc06_preview.jpg
126,26,特斯拉,Model 3,轿车,纯电动,281900,231900,331900,2024,33134,556.0,75.2,208.0,657,4879,1837,1470,2726,5,5.9,257,,4.6,0,10,7.6,7.6,8.5,https://gd-hbimg.huaban.com/b51408ff1d3a68709e06998eadf7aa21f262b43417c8d6-LjrBL6_fw658webp
127,26,特斯拉,Model Y,SUV,纯电动,316400,266400,366400,2024,19754,545.0,79.3,223.0,734,5066,1945,1778,2811,6,5.6,231,,4.2,0,6,8.4,9.3,6.5,https://dl.zhutix.net/2024/03/aero_10-02.jpg
128,26,特斯拉,Model S,轿车,纯电动,853900,698900,1008900,2024,2121,715.0,97.5,371.0,952,4911,1886,1500,2812,5,5.6,226,,4.2,0,6,6.1,6.5,7.6,http://i.weibomingzi.com/up/0/253/703248390/2830332755.jpg
129,26,特斯拉,Model X,SUV,纯电动,947900,722900,1172900,2024,2532,670.0,96.5,507.0,1536,4789,1947,1756,2895,5,4.6,215,,4.1,0,8,8.6,7.7,7.4,http://www.guoandiangun.com/uploadfile/images/20201128170415998.jpg
130,26,特斯拉,Cybertruck,皮卡,纯电动,689900,639900,739900,2024,2846,550.0,80.6,415.0,1127,5587,1915,1833,3333,5,5.3,242,,4.0,0,9,6.3,6.6,8.5,https://pic.nximg.cn/file/20241107/3699337_103536229108_2.jpg
131,27,福特,蒙迪欧,轿车,燃油,204800,159800,249800,2024,21645,0,,140.0,244,4644,1887,1470,2870,5,10.2,194,5.9,4.1,0,11,8.5,8.5,6.6,https://file.100chui.com/files/upload/image/202107/0432ea66-53c9-4e99-8dac-12eb3dedd9a6.jpg
132,27,福特,福克斯,轿车,燃油,144800,119800,169800,2024,31215,0,,131.0,287,4785,1865,1464,2731,5,10.9,175,7.4,3.8,0,8,7.3,8.8,7.9,https://ok.166.net/reunionpub/ds/kol/20210907/214801-ua30yfjlb8.png
133,27,福特,锐界L,SUV,油电混动,254800,199800,309800,2024,25909,0,,197.0,492,4913,1911,1708,2779,6,10.7,193,8.2,4.3,0,8,6.4,7.1,6.3,http://img1.bala.cc/allimg/2211/21578385.jpg
134,27,福特,探险者,SUV,燃油,364800,299800,429800,2024,12707,0,,203.0,429,4838,1987,1766,2788,5,10.7,255,7.5,4.9,0,6,9.2,6.2,6.4,http://www.guoandiangun.com/uploadfile/images/20201128170330729.jpg
135,27,福特,Mustang,跑车,燃油,544800,379800,709800,2024,1027,0,,220.0,474,4478,1938,1321,2641,3,10.1,246,13.2,4.7,0,8,8.2,7.9,6.4,https://www.zop.in/cdn/shop/files/logo-yellow.png?v=1750683407
136,28,通用,君威,轿车,燃油,179800,159800,199800,2024,20493,0,,130.0,241,4755,1878,1484,2723,5,10.3,197,5.5,4.5,0,6,8.1,8.9,8.0,https://youjia.cdn.bcebos.com/wenda_pics/167414598412425725d8.png@!default_youjia
137,28,通用,君越,轿车,燃油,209800,179800,239800,2024,21830,0,,170.0,347,4614,1810,1452,2864,5,10.3,173,7.3,4.3,0,10,7.7,8.2,7.0,https://zhengxin-pub.cdn.bcebos.com/logopic/b15e7dbaa33bd0852aca4072e1044639_fullsize.jpg
138,28,通用,昂科威S,SUV,燃油,219800,179800,259800,2024,25450,0,,155.0,277,5089,1938,1761,2762,7,10.5,163,7.5,4.3,0,7,7.2,6.5,9.0,http://s3.xchuxing.com/xchuxing/article/2024/04/07/202404072259537827.jpeg
139,28,通用,凯迪拉克CT5,轿车,燃油,309800,279800,339800,2024,10518,0,,174.0,277,4763,1893,1472,2802,5,10.4,195,5.3,4.1,0,9,7.6,6.5,6.2,https://img.pcauto.com.cn/images/upload/upc/tx/auto5/1511/25/c10/15673186_1448416708423_800x600.jpg
140,28,通用,雪佛兰开拓者,SUV,燃油,279900,229900,329900,2024,24326,0,,175.0,380,5084,1949,1778,2807,5,10.9,180,9.8,4.6,0,12,6.6,9.5,7.6,http://logo.16888.com/logoimage/200782994014155.jpg
141,29,现代,索纳塔,轿车,油电混动,199800,169800,229800,2024,21277,0,,147.0,362,4757,1863,1451,2723,5,10.6,175,5.6,4.2,0,11,7.7,9.1,8.3,https://n.sinaimg.cn/sinakd20200915ac/606/w1348h858/20200915/0546-izeysaz0013144.png
142,29,现代,伊兰特,轿车,燃油,124800,99800,149800,2024,32438,0,,123.0,257,4840,1836,1484,2702,5,10.6,176,7.2,4.6,0,6,7.4,8.0,6.7,https://n.sinaimg.cn/sinakd20200915ac/608/w1350h858/20200915/5d64-izeysaz0013112.png
143,29,现代,途胜L,SUV,油电混动,194800,159800,229800,2024,22745,0,,110.0,233,4883,1936,1709,2798,7,10.7,199,9.0,3.9,0,9,7.4,8.8,7.2,http://n.sinaimg.cn/sinacn/20170914/febe-fykywuc3528406.jpg
144,29,现代,ix35,SUV,燃油,144800,119800,169800,2024,36948,0,,140.0,269,5080,1946,1796,2736,5,10.5,162,7.1,4.0,0,6,7.7,7.6,8.1,http://n.sinaimg.cn/sinacn/20170926/97fb-fymfcih6009119.jpg
145,29,现代,IONIQ 5,SUV,纯电动,333800,278800,388800,2024,19755,480.0,65.2,170.0,593,4863,1917,1741,2856,6,6.5,179,,4.5,0,9,7.8,7.7,8.0,http://img4.bitautoimg.com/video/2018/09/14/201891411409579.jpg
146,30,起亚,K5,轿车,油电混动,194800,159800,229800,2024,21115,0,,147.0,334,4843,1802,1473,2784,5,11.1,197,5.9,4.8,0,6,8.2,8.1,6.9,https://img.km360.cn/uploads/attached/2019-02-15/up_5c6672de376d5.png
147,30,起亚,K3,轿车,燃油,119800,99800,139800,2024,31452,0,,114.0,217,4935,1900,1499,2848,5,10.9,197,6.4,4.4,0,8,8.7,7.3,8.9,https://p4.itc.cn/q_70/images03/20221219/bcc29099affe41d4ae719c1982ec2feb.jpeg
148,30,起亚,智跑,SUV,燃油,159800,129800,189800,2024,22922,0,,149.0,243,4724,1904,1773,2879,5,10.5,186,7.5,4.6,0,9,8.7,9.2,9.1,http://i2.dd-img.com/upload/2019/1004/1570191401972.png
149,30,起亚,嘉华,MPV,油电混动,299800,259800,339800,2024,20017,0,,175.0,332,5176,1993,1807,3080,7,10.2,180,11.0,4.3,0,11,9.3,7.6,7.9,http://img.pcauto.com.cn/images/upload/upc/tx/auto5/2305/29/c29/364047062_1685345493623.png
150,30,起亚,EV6,SUV,纯电动,309800,259800,359800,2024,19128,480.0,70.4,170.0,562,4879,1945,1786,2897,7,6.0,190,,4.0,0,7,8.0,6.8,9.4,https://n.sinaimg.cn/auto/384/w2048h1536/20220825/c610-9742b61f9d06ce42d3261904850f8fb5.jpg
