id,car_id,month,sales,growth_rate
859,48,2026-01,2156,-0.2
860,48,2026-02,1305,-39.5
861,48,2026-03,2913,123.2
862,48,2026-04,2352,-19.3
863,48,2026-05,2535,7.8
864,48,2026-06,1933,-23.7
865,49,2025-01,1277,0.0
866,49,2025-02,1418,11.0
867,49,2025-03,2564,80.8
868,49,2025-04,1544,-39.8
869,49,2025-05,2104,36.3
870,49,2025-06,1955,-7.1
871,49,2025-07,2290,17.1
872,49,2025-08,2307,0.7
873,49,2025-09,2871,24.4
874,49,2025-10,2579,-10.2
875,49,2025-11,2317,-10.2
876,49,2025-12,2027,-12.5
877,49,2026-01,1441,-28.9
878,49,2026-02,1232,-14.5
879,49,2026-03,2310,87.5
880,49,2026-04,2643,14.4
881,49,2026-05,2603,-1.5
882,49,2026-06,2357,-9.5
883,50,2025-01,195,0.0
884,50,2025-02,169,-13.3
885,50,2025-03,343,103.0
886,50,2025-04,361,5.2
887,50,2025-05,323,-10.5
888,50,2025-06,350,8.4
889,50,2025-07,270,-22.9
890,50,2025-08,313,15.9
891,50,2025-09,339,8.3
892,50,2025-10,307,-9.4
893,50,2025-11,318,3.6
894,50,2025-12,327,2.8
895,50,2026-01,217,-33.6
896,50,2026-02,162,-25.3
897,50,2026-03,408,151.9
898,50,2026-04,338,-17.2
899,50,2026-05,370,9.5
900,50,2026-06,339,-8.4
901,51,2025-01,813,0.0
902,51,2025-02,867,6.6
903,51,2025-03,1536,77.2
904,51,2025-04,1715,11.7
905,51,2025-05,1375,-19.8
906,51,2025-06,1231,-10.5
907,51,2025-07,1312,6.6
908,51,2025-08,1188,-9.5
909,51,2025-09,2068,74.1
910,51,2025-10,2077,0.4
911,51,2025-11,1148,-44.7
912,51,2025-12,1472,28.2
913,51,2026-01,953,-35.3
914,51,2026-02,768,-19.4
915,51,2026-03,1897,147.0
916,51,2026-04,1665,-12.2
917,51,2026-05,1339,-19.6
918,51,2026-06,1636,22.2
919,52,2025-01,729,0.0
920,52,2025-02,606,-16.9
921,52,2025-03,1294,113.5
922,52,2025-04,1000,-22.7
923,52,2025-05,1232,23.2
924,52,2025-06,1073,-12.9
925,52,2025-07,1010,-5.9
926,52,2025-08,1086,7.5
927,52,2025-09,1228,13.1
928,52,2025-10,1316,7.2
929,52,2025-11,946,-28.1
930,52,2025-12,1176,24.3
931,52,2026-01,749,-36.3
932,52,2026-02,733,-2.1
933,52,2026-03,1548,111.2
934,52,2026-04,1321,-14.7
935,52,2026-05,1135,-14.1
936,52,2026-06,1004,-11.5
937,53,2025-01,465,0.0
938,53,2025-02,413,-11.2
939,53,2025-03,876,112.1
940,53,2025-04,675,-22.9
941,53,2025-05,609,-9.8
942,53,2025-06,669,9.9
943,53,2025-07,802,19.9
944,53,2025-08,887,10.6
945,53,2025-09,982,10.7
946,53,2025-10,729,-25.8
947,53,2025-11,846,16.0
948,53,2025-12,681,-19.5
949,53,2026-01,438,-35.7
950,53,2026-02,435,-0.7
951,53,2026-03,690,58.6
952,53,2026-04,794,15.1
953,53,2026-05,685,-13.7
954,53,2026-06,686,0.1
955,54,2025-01,435,0.0
956,54,2025-02,456,4.8
957,54,2025-03,878,92.5
958,54,2025-04,692,-21.2
959,54,2025-05,768,11.0
960,54,2025-06,446,-41.9
961,54,2025-07,719,61.2
962,54,2025-08,715,-0.6
963,54,2025-09,811,13.4
964,54,2025-10,845,4.2
965,54,2025-11,767,-9.2
966,54,2025-12,691,-9.9
967,54,2026-01,476,-31.1
968,54,2026-02,411,-13.7
969,54,2026-03,867,110.9
970,54,2026-04,831,-4.2
971,54,2026-05,651,-21.7
972,54,2026-06,759,16.6
973,55,2025-01,814,0.0
974,55,2025-02,857,5.3
975,55,2025-03,1314,53.3
976,55,2025-04,1461,11.2
977,55,2025-05,1499,2.6
978,55,2025-06,1629,8.7
979,55,2025-07,1388,-14.8
980,55,2025-08,1318,-5.0
981,55,2025-09,2014,52.8
982,55,2025-10,1664,-17.4
983,55,2025-11,1466,-11.9
984,55,2025-12,1685,14.9
985,55,2026-01,1092,-35.2
986,55,2026-02,655,-40.0
987,55,2026-03,1666,154.4
988,55,2026-04,1446,-13.2
989,55,2026-05,1202,-16.9
990,55,2026-06,1055,-12.2
991,56,2025-01,1253,0.0
992,56,2025-02,1025,-18.2
993,56,2025-03,1988,94.0
994,56,2025-04,1879,-5.5
995,56,2025-05,1748,-7.0
996,56,2025-06,1742,-0.3
997,56,2025-07,2182,25.3
998,56,2025-08,1925,-11.8
999,56,2025-09,2939,52.7
1000,56,2025-10,2551,-13.2
1001,56,2025-11,2173,-14.8
1002,56,2025-12,1867,-14.1
1003,56,2026-01,1340,-28.2
1004,56,2026-02,1062,-20.7
1005,56,2026-03,2513,136.6
1006,56,2026-04,2083,-17.1
1007,56,2026-05,2111,1.3
1008,56,2026-06,1978,-6.3
1009,57,2025-01,1482,0.0
1010,57,2025-02,1195,-19.4
1011,57,2025-03,2212,85.1
1012,57,2025-04,2081,-5.9
1013,57,2025-05,2279,9.5
1014,57,2025-06,1959,-14.0
1015,57,2025-07,2095,6.9
1016,57,2025-08,2453,17.1
1017,57,2025-09,2919,19.0
1018,57,2025-10,2101,-28.0
1019,57,2025-11,2218,5.6
1020,57,2025-12,2106,-5.0
1021,57,2026-01,1587,-24.6
1022,57,2026-02,1437,-9.5
1023,57,2026-03,2921,103.3
1024,57,2026-04,2897,-0.8
1025,57,2026-05,2167,-25.2
1026,57,2026-06,2118,-2.3
1027,58,2025-01,2813,0.0
1028,58,2025-02,2523,-10.3
1029,58,2025-03,3975,57.6
1030,58,2025-04,4309,8.4
1031,58,2025-05,4105,-4.7
1032,58,2025-06,3556,-13.4
1033,58,2025-07,3693,3.9
1034,58,2025-08,4378,18.5
1035,58,2025-09,5253,20.0
1036,58,2025-10,4847,-7.7
1037,58,2025-11,3701,-23.6
1038,58,2025-12,3381,-8.6
1039,58,2026-01,2862,-15.4
1040,58,2026-02,2406,-15.9
1041,58,2026-03,5261,118.7
1042,58,2026-04,3973,-24.5
1043,58,2026-05,4495,13.1
1044,58,2026-06,4173,-7.2
1045,59,2025-01,518,0.0
1046,59,2025-02,544,5.0
1047,59,2025-03,939,72.6
1048,59,2025-04,788,-16.1
1049,59,2025-05,845,7.2
1050,59,2025-06,780,-7.7
1051,59,2025-07,736,-5.6
1052,59,2025-08,934,26.9
1053,59,2025-09,1078,15.4
1054,59,2025-10,908,-15.8
1055,59,2025-11,692,-23.8
1056,59,2025-12,967,39.7
1057,59,2026-01,632,-34.6
1058,59,2026-02,544,-13.9
1059,59,2026-03,1255,130.7
1060,59,2026-04,662,-47.3
1061,59,2026-05,1039,56.9
1062,59,2026-06,999,-3.8
1063,60,2025-01,1923,0.0
1064,60,2025-02,2101,9.3
1065,60,2025-03,3390,61.4
1066,60,2025-04,2884,-14.9
1067,60,2025-05,3109,7.8
1068,60,2025-06,3656,17.6
1069,60,2025-07,3302,-9.7
1070,60,2025-08,3352,1.5
1071,60,2025-09,4577,36.5
1072,60,2025-10,3543,-22.6
1073,60,2025-11,3963,11.9
1074,60,2025-12,4194,5.8
1075,60,2026-01,2520,-39.9
1076,60,2026-02,1864,-26.0
1077,60,2026-03,4660,150.0
1078,60,2026-04,3750,-19.5
1079,60,2026-05,3725,-0.7
1080,60,2026-06,3743,0.5
1081,61,2025-01,2770,0.0
1082,61,2025-02,2017,-27.2
1083,61,2025-03,5348,165.1
1084,61,2025-04,4114,-23.1
1085,61,2025-05,3949,-4.0
1086,61,2025-06,3889,-1.5
1087,61,2025-07,3965,2.0
1088,61,2025-08,4386,10.6
1089,61,2025-09,5115,16.6
1090,61,2025-10,4526,-11.5
1091,61,2025-11,3789,-16.3
1092,61,2025-12,4000,5.6
1093,61,2026-01,2794,-30.1
1094,61,2026-02,2782,-0.4
1095,61,2026-03,4785,72.0
1096,61,2026-04,4316,-9.8
1097,61,2026-05,4126,-4.4
1098,61,2026-06,4232,2.6
1099,62,2025-01,2349,0.0
1100,62,2025-02,2317,-1.4
1101,62,2025-03,3128,35.0
1102,62,2025-04,3206,2.5
1103,62,2025-05,3364,4.9
1104,62,2025-06,2392,-28.9
1105,62,2025-07,3826,59.9
1106,62,2025-08,3286,-14.1
1107,62,2025-09,3743,13.9
1108,62,2025-10,4275,14.2
1109,62,2025-11,2473,-42.2
1110,62,2025-12,3619,46.3
1111,62,2026-01,2111,-41.7
1112,62,2026-02,2055,-2.7
1113,62,2026-03,4315,110.0
1114,62,2026-04,3967,-8.1
1115,62,2026-05,3629,-8.5
1116,62,2026-06,4118,13.5
1117,63,2025-01,1272,0.0
1118,63,2025-02,1041,-18.2
1119,63,2025-03,2498,140.0
1120,63,2025-04,1896,-24.1
1121,63,2025-05,1916,1.1
1122,63,2025-06,917,-52.1
1123,63,2025-07,1934,110.9
1124,63,2025-08,1914,-1.0
1125,63,2025-09,2273,18.8
1126,63,2025-10,2045,-10.0
1127,63,2025-11,2158,5.5
1128,63,2025-12,1544,-28.5
1129,63,2026-01,1914,24.0
1130,63,2026-02,1359,-29.0
1131,63,2026-03,2500,84.0
1132,63,2026-04,2578,3.1
1133,63,2026-05,2071,-19.7
1134,63,2026-06,1704,-17.7
1135,64,2025-01,2956,0.0
1136,64,2025-02,1818,-38.5
1137,64,2025-03,4864,167.5
1138,64,2025-04,4553,-6.4
1139,64,2025-05,4046,-11.1
1140,64,2025-06,2991,-26.1
1141,64,2025-07,3917,31.0
1142,64,2025-08,3965,1.2
1143,64,2025-09,4551,14.8
1144,64,2025-10,3341,-26.6
1145,64,2025-11,3480,4.2
1146,64,2025-12,4006,15.1
1147,64,2026-01,3285,-18.0
1148,64,2026-02,3309,0.7
1149,64,2026-03,5500,66.2
1150,64,2026-04,3961,-28.0
1151,64,2026-05,3966,0.1
1152,64,2026-06,4494,13.3
1153,65,2025-01,1560,0.0
1154,65,2025-02,1307,-16.2
1155,65,2025-03,2576,97.1
1156,65,2025-04,2513,-2.4
1157,65,2025-05,2661,5.9
1158,65,2025-06,2001,-24.8
1159,65,2025-07,2150,7.4
1160,65,2025-08,2356,9.6
1161,65,2025-09,2605,10.6
1162,65,2025-10,1881,-27.8
1163,65,2025-11,2372,26.1
1164,65,2025-12,2145,-9.6
1165,65,2026-01,1850,-13.8
1166,65,2026-02,1403,-24.2
1167,65,2026-03,3247,131.4
1168,65,2026-04,2166,-33.3
1169,65,2026-05,2618,20.9
1170,65,2026-06,1765,-32.6
1171,66,2025-01,1405,0.0
1172,66,2025-02,1055,-24.9
1173,66,2025-03,2423,129.7
1174,66,2025-04,1828,-24.6
1175,66,2025-05,1974,8.0
1176,66,2025-06,1843,-6.6
1177,66,2025-07,1919,4.1
1178,66,2025-08,2034,6.0
1179,66,2025-09,2882,41.7
1180,66,2025-10,2070,-28.2
1181,66,2025-11,2275,9.9
1182,66,2025-12,1959,-13.9
1183,66,2026-01,1590,-18.8
1184,66,2026-02,1529,-3.8
1185,66,2026-03,2164,41.5
1186,66,2026-04,1556,-28.1
1187,66,2026-05,2044,31.4
1188,66,2026-06,1751,-14.3
1189,67,2025-01,591,0.0
1190,67,2025-02,521,-11.8
1191,67,2025-03,1019,95.6
1192,67,2025-04,1119,9.8
1193,67,2025-05,1035,-7.5
1194,67,2025-06,990,-4.3
1195,67,2025-07,1172,18.4
1196,67,2025-08,876,-25.3
1197,67,2025-09,839,-4.2
1198,67,2025-10,1379,64.4
1199,67,2025-11,1003,-27.3
1200,67,2025-12,1016,1.3
1201,67,2026-01,544,-46.5
1202,67,2026-02,500,-8.1
1203,67,2026-03,1296,159.2
1204,67,2026-04,1031,-20.4
1205,67,2026-05,743,-27.9
1206,67,2026-06,846,13.9
1207,68,2025-01,237,0.0
1208,68,2025-02,208,-12.2
1209,68,2025-03,372,78.8
1210,68,2025-04,426,14.5
1211,68,2025-05,341,-20.0
1212,68,2025-06,352,3.2
1213,68,2025-07,354,0.6
1214,68,2025-08,354,0.0
1215,68,2025-09,335,-5.4
1216,68,2025-10,298,-11.0
1217,68,2025-11,295,-1.0
1218,68,2025-12,351,19.0
1219,68,2026-01,231,-34.2
1220,68,2026-02,207,-10.4
1221,68,2026-03,398,92.3
1222,68,2026-04,370,-7.0
1223,68,2026-05,373,0.8
1224,68,2026-06,318,-14.7
1225,69,2025-01,1402,0.0
1226,69,2025-02,856,-38.9
1227,69,2025-03,2766,223.1
1228,69,2025-04,1993,-27.9
1229,69,2025-05,1869,-6.2
1230,69,2025-06,2207,18.1
1231,69,2025-07,2342,6.1
1232,69,2025-08,2403,2.6
1233,69,2025-09,3073,27.9
1234,69,2025-10,2217,-27.9
1235,69,2025-11,2178,-1.8
1236,69,2025-12,2197,0.9
1237,69,2026-01,1929,-12.2
1238,69,2026-02,1515,-21.5
1239,69,2026-03,2672,76.4
1240,69,2026-04,2658,-0.5
1241,69,2026-05,2409,-9.4
1242,69,2026-06,2164,-10.2
1243,70,2025-01,767,0.0
1244,70,2025-02,688,-10.3
1245,70,2025-03,1230,78.8
1246,70,2025-04,933,-24.1
1247,70,2025-05,1094,17.3
1248,70,2025-06,967,-11.6
1249,70,2025-07,910,-5.9
1250,70,2025-08,1008,10.8
1251,70,2025-09,1337,32.6
1252,70,2025-10,1280,-4.3
1253,70,2025-11,1195,-6.6
1254,70,2025-12,1146,-4.1
1255,70,2026-01,842,-26.5
1256,70,2026-02,655,-22.2
1257,70,2026-03,1466,123.8
1258,70,2026-04,1265,-13.7
1259,70,2026-05,1231,-2.7
1260,70,2026-06,1287,4.5
1261,71,2025-01,93,0.0
1262,71,2025-02,67,-28.0
1263,71,2025-03,165,146.3
1264,71,2025-04,160,-3.0
1265,71,2025-05,140,-12.5
1266,71,2025-06,138,-1.4
1267,71,2025-07,111,-19.6
1268,71,2025-08,133,19.8
1269,71,2025-09,195,46.6
1270,71,2025-10,186,-4.6
1271,71,2025-11,135,-27.4
1272,71,2025-12,163,20.7
1273,71,2026-01,97,-40.5
1274,71,2026-02,78,-19.6
1275,71,2026-03,185,137.2
1276,71,2026-04,165,-10.8
1277,71,2026-05,161,-2.4
1278,71,2026-06,159,-1.2
1279,72,2025-01,30,0.0
1280,72,2025-02,24,-20.0
1281,72,2025-03,41,70.8
1282,72,2025-04,42,2.4
1283,72,2025-05,30,-28.6
1284,72,2025-06,35,16.7
1285,72,2025-07,41,17.1
1286,72,2025-08,41,0.0
1287,72,2025-09,52,26.8
1288,72,2025-10,54,3.8
1289,72,2025-11,35,-35.2
1290,72,2025-12,44,25.7
1291,72,2026-01,27,-38.6
1292,72,2026-02,27,0.0
1293,72,2026-03,48,77.8
1294,72,2026-04,45,-6.2
1295,72,2026-05,47,4.4
1296,72,2026-06,41,-12.8
1297,73,2025-01,82,0.0
1298,73,2025-02,69,-15.9
1299,73,2025-03,133,92.8
1300,73,2025-04,143,7.5
1301,73,2025-05,140,-2.1
1302,73,2025-06,112,-20.0
1303,73,2025-07,95,-15.2
1304,73,2025-08,119,25.3
1305,73,2025-09,168,41.2
1306,73,2025-10,131,-22.0
1307,73,2025-11,99,-24.4
1308,73,2025-12,129,30.3
1309,73,2026-01,69,-46.5
1310,73,2026-02,82,18.8
1311,73,2026-03,151,84.1
1312,73,2026-04,141,-6.6
1313,73,2026-05,154,9.2
1314,73,2026-06,113,-26.6
1315,74,2025-01,179,0.0
1316,74,2025-02,207,15.6
1317,74,2025-03,440,112.6
1318,74,2025-04,303,-31.1
1319,74,2025-05,334,10.2
1320,74,2025-06,319,-4.5
1321,74,2025-07,352,10.3
1322,74,2025-08,342,-2.8
1323,74,2025-09,606,77.2
1324,74,2025-10,412,-32.0
1325,74,2025-11,381,-7.5
1326,74,2025-12,369,-3.1
1327,74,2026-01,181,-50.9
1328,74,2026-02,266,47.0
1329,74,2026-03,285,7.1
1330,74,2026-04,468,64.2
1331,74,2026-05,323,-31.0
1332,74,2026-06,306,-5.3
1333,75,2025-01,207,0.0
1334,75,2025-02,228,10.1
1335,75,2025-03,376,64.9
1336,75,2025-04,311,-17.3
1337,75,2025-05,276,-11.3
1338,75,2025-06,312,13.0
1339,75,2025-07,292,-6.4
1340,75,2025-08,349,19.5
1341,75,2025-09,305,-12.6
1342,75,2025-10,393,28.9
1343,75,2025-11,337,-14.2
1344,75,2025-12,285,-15.4
1345,75,2026-01,202,-29.1
1346,75,2026-02,195,-3.5
1347,75,2026-03,375,92.3
1348,75,2026-04,362,-3.5
1349,75,2026-05,276,-23.8
1350,75,2026-06,284,2.9
1351,76,2025-01,1053,0.0
1352,76,2025-02,647,-38.6
1353,76,2025-03,1366,111.1
1354,76,2025-04,1233,-9.7
1355,76,2025-05,1159,-6.0
1356,76,2025-06,1305,12.6
1357,76,2025-07,1117,-14.4
1358,76,2025-08,1389,24.4
1359,76,2025-09,1399,0.7
1360,76,2025-10,1573,12.4
1361,76,2025-11,1227,-22.0
1362,76,2025-12,1292,5.3
1363,76,2026-01,831,-35.7
1364,76,2026-02,767,-7.7
1365,76,2026-03,1233,60.8
1366,76,2026-04,1113,-9.7
1367,76,2026-05,1493,34.1
1368,76,2026-06,1209,-19.0
1369,77,2025-01,1205,0.0
1370,77,2025-02,1163,-3.5
1371,77,2025-03,2144,84.4
1372,77,2025-04,1379,-35.7
1373,77,2025-05,1834,33.0
1374,77,2025-06,1684,-8.2
1375,77,2025-07,1875,11.3
1376,77,2025-08,1714,-8.6
1377,77,2025-09,2278,32.9
1378,77,2025-10,2456,7.8
1379,77,2025-11,1855,-24.5
1380,77,2025-12,1878,1.2
1381,77,2026-01,1315,-30.0
1382,77,2026-02,1028,-21.8
1383,77,2026-03,2436,137.0
1384,77,2026-04,1850,-24.1
1385,77,2026-05,1878,1.5
1386,77,2026-06,1565,-16.7
1387,78,2025-01,821,0.0
1388,78,2025-02,899,9.5
1389,78,2025-03,1708,90.0
1390,78,2025-04,1559,-8.7
1391,78,2025-05,1501,-3.7
1392,78,2025-06,1079,-28.1
1393,78,2025-07,1399,29.7
1394,78,2025-08,1100,-21.4
1395,78,2025-09,1905,73.2
1396,78,2025-10,1440,-24.4
1397,78,2025-11,1530,6.2
1398,78,2025-12,1650,7.8
1399,78,2026-01,903,-45.3
1400,78,2026-02,825,-8.6
1401,78,2026-03,1898,130.1
1402,78,2026-04,1161,-38.8
1403,78,2026-05,1486,28.0
1404,78,2026-06,1329,-10.6
1405,79,2025-01,537,0.0
1406,79,2025-02,331,-38.4
1407,79,2025-03,828,150.2
1408,79,2025-04,820,-1.0
1409,79,2025-05,802,-2.2
1410,79,2025-06,594,-25.9
1411,79,2025-07,666,12.1
1412,79,2025-08,884,32.7
1413,79,2025-09,744,-15.8
1414,79,2025-10,823,10.6
1415,79,2025-11,739,-10.2
1416,79,2025-12,774,4.7
1417,79,2026-01,428,-44.7
1418,79,2026-02,461,7.7
1419,79,2026-03,916,98.7
1420,79,2026-04,882,-3.7
1421,79,2026-05,624,-29.3
1422,79,2026-06,617,-1.1
1423,80,2025-01,950,0.0
1424,80,2025-02,876,-7.8
1425,80,2025-03,1438,64.2
1426,80,2025-04,1028,-28.5
1427,80,2025-05,1168,13.6
1428,80,2025-06,1271,8.8
1429,80,2025-07,1297,2.0
1430,80,2025-08,1428,10.1
1431,80,2025-09,1920,34.5
1432,80,2025-10,1365,-28.9
1433,80,2025-11,1123,-17.7
1434,80,2025-12,1129,0.5
1435,80,2026-01,827,-26.7
1436,80,2026-02,808,-2.3
1437,80,2026-03,1738,115.1
1438,80,2026-04,1293,-25.6
1439,80,2026-05,1202,-7.0
1440,80,2026-06,1121,-6.7
1441,81,2025-01,963,0.0
1442,81,2025-02,654,-32.1
1443,81,2025-03,1421,117.3
1444,81,2025-04,1248,-12.2
1445,81,2025-05,1196,-4.2
1446,81,2025-06,1387,16.0
1447,81,2025-07,1071,-22.8
1448,81,2025-08,1631,52.3
1449,81,2025-09,1437,-11.9
1450,81,2025-10,1298,-9.7
1451,81,2025-11,1160,-10.6
1452,81,2025-12,1422,22.6
1453,81,2026-01,838,-41.1
1454,81,2026-02,816,-2.6
1455,81,2026-03,1297,58.9
1456,81,2026-04,1007,-22.4
1457,81,2026-05,1146,13.8
1458,81,2026-06,1178,2.8
1459,82,2025-01,691,0.0
1460,82,2025-02,710,2.7
1461,82,2025-03,1532,115.8
1462,82,2025-04,1138,-25.7
1463,82,2025-05,1081,-5.0
1464,82,2025-06,990,-8.4
1465,82,2025-07,1179,19.1
1466,82,2025-08,1328,12.6
1467,82,2025-09,2074,56.2
1468,82,2025-10,1641,-20.9
1469,82,2025-11,1069,-34.9
1470,82,2025-12,1076,0.7
1471,82,2026-01,828,-23.0
1472,82,2026-02,855,3.3
1473,82,2026-03,1553,81.6
1474,82,2026-04,1180,-24.0
1475,82,2026-05,1344,13.9
1476,82,2026-06,1328,-1.2
1477,83,2025-01,1135,0.0
1478,83,2025-02,722,-36.4
1479,83,2025-03,1742,141.3
1480,83,2025-04,1226,-29.6
1481,83,2025-05,1246,1.6
1482,83,2025-06,1109,-11.0
1483,83,2025-07,1336,20.5
1484,83,2025-08,1199,-10.3
1485,83,2025-09,1960,63.5
1486,83,2025-10,1653,-15.7
1487,83,2025-11,1298,-21.5
1488,83,2025-12,1606,23.7
1489,83,2026-01,1143,-28.8
1490,83,2026-02,862,-24.6
1491,83,2026-03,1540,78.7
1492,83,2026-04,1399,-9.2
1493,83,2026-05,1362,-2.6
1494,83,2026-06,1200,-11.9
1495,84,2025-01,767,0.0
1496,84,2025-02,790,3.0
1497,84,2025-03,1902,140.8
1498,84,2025-04,1305,-31.4
1499,84,2025-05,1060,-18.8
1500,84,2025-06,1297,22.4
1501,84,2025-07,1562,20.4
1502,84,2025-08,1149,-26.4
1503,84,2025-09,1834,59.6
1504,84,2025-10,1737,-5.3
1505,84,2025-11,1542,-11.2
1506,84,2025-12,1619,5.0
1507,84,2026-01,1036,-36.0
1508,84,2026-02,670,-35.3
1509,84,2026-03,1778,165.4
1510,84,2026-04,1688,-5.1
1511,84,2026-05,1343,-20.4
1512,84,2026-06,1369,1.9
1513,85,2025-01,331,0.0
1514,85,2025-02,374,13.0
1515,85,2025-03,599,60.2
1516,85,2025-04,679,13.4
1517,85,2025-05,515,-24.2
1518,85,2025-06,554,7.6
1519,85,2025-07,505,-8.8
1520,85,2025-08,694,37.4
1521,85,2025-09,535,-22.9
1522,85,2025-10,676,26.4
1523,85,2025-11,425,-37.1
1524,85,2025-12,508,19.5
1525,85,2026-01,463,-8.9
1526,85,2026-02,359,-22.5
1527,85,2026-03,491,36.8
1528,85,2026-04,566,15.3
1529,85,2026-05,499,-11.8
1530,85,2026-06,548,9.8
1531,86,2025-01,1539,0.0
1532,86,2025-02,1164,-24.4
1533,86,2025-03,2272,95.2
1534,86,2025-04,2005,-11.8
1535,86,2025-05,1564,-22.0
1536,86,2025-06,1853,18.5
1537,86,2025-07,1998,7.8
1538,86,2025-08,1751,-12.4
1539,86,2025-09,2159,23.3
1540,86,2025-10,2535,17.4
1541,86,2025-11,1937,-23.6
1542,86,2025-12,1709,-11.8
1543,86,2026-01,1195,-30.1
1544,86,2026-02,1020,-14.6
1545,86,2026-03,2143,110.1
1546,86,2026-04,1873,-12.6
1547,86,2026-05,1746,-6.8
1548,86,2026-06,2053,17.6
1549,87,2025-01,923,0.0
1550,87,2025-02,848,-8.1
1551,87,2025-03,1147,35.3
1552,87,2025-04,1276,11.2
1553,87,2025-05,1369,7.3
1554,87,2025-06,1239,-9.5
1555,87,2025-07,1102,-11.1
1556,87,2025-08,1145,3.9
1557,87,2025-09,1739,51.9
1558,87,2025-10,1403,-19.3
1559,87,2025-11,1358,-3.2
1560,87,2025-12,1344,-1.0
1561,87,2026-01,828,-38.4
1562,87,2026-02,730,-11.8
1563,87,2026-03,1296,77.5
1564,87,2026-04,1517,17.1
1565,87,2026-05,1278,-15.8
1566,87,2026-06,1331,4.1
1567,88,2025-01,904,0.0
1568,88,2025-02,774,-14.4
1569,88,2025-03,1592,105.7
1570,88,2025-04,1299,-18.4
1571,88,2025-05,1492,14.9
1572,88,2025-06,1423,-4.6
1573,88,2025-07,1295,-9.0
1574,88,2025-08,1393,7.6
1575,88,2025-09,1875,34.6
1576,88,2025-10,1506,-19.7
1577,88,2025-11,1377,-8.6
1578,88,2025-12,1802,30.9
1579,88,2026-01,879,-51.2
1580,88,2026-02,776,-11.7
1581,88,2026-03,2153,177.4
1582,88,2026-04,1079,-49.9
1583,88,2026-05,1183,9.6
1584,88,2026-06,1593,34.7
1585,89,2025-01,918,0.0
1586,89,2025-02,877,-4.5
1587,89,2025-03,2077,136.8
1588,89,2025-04,1324,-36.3
1589,89,2025-05,1282,-3.2
1590,89,2025-06,1375,7.3
1591,89,2025-07,1367,-0.6
1592,89,2025-08,1357,-0.7
1593,89,2025-09,1765,30.1
1594,89,2025-10,1392,-21.1
1595,89,2025-11,1529,9.8
1596,89,2025-12,1670,9.2
1597,89,2026-01,947,-43.3
1598,89,2026-02,805,-15.0
1599,89,2026-03,1765,119.3
1600,89,2026-04,1355,-23.2
1601,89,2026-05,1328,-2.0
1602,89,2026-06,1300,-2.1
1603,90,2025-01,854,0.0
1604,90,2025-02,620,-27.4
1605,90,2025-03,1235,99.2
1606,90,2025-04,1077,-12.8
1607,90,2025-05,1001,-7.1
1608,90,2025-06,883,-11.8
1609,90,2025-07,938,6.2
1610,90,2025-08,1225,30.6
1611,90,2025-09,1284,4.8
1612,90,2025-10,1290,0.5
1613,90,2025-11,1055,-18.2
1614,90,2025-12,988,-6.4
1615,90,2026-01,754,-23.7
1616,90,2026-02,801,6.2
1617,90,2026-03,1308,63.3
1618,90,2026-04,1109,-15.2
1619,90,2026-05,1093,-1.4
1620,90,2026-06,1053,-3.7
1621,91,2025-01,1294,0.0
1622,91,2025-02,1026,-20.7
1623,91,2025-03,2134,108.0
1624,91,2025-04,1778,-16.7
1625,91,2025-05,1877,5.6
1626,91,2025-06,1773,-5.5
1627,91,2025-07,1845,4.1
1628,91,2025-08,2033,10.2
1629,91,2025-09,2312,13.7
1630,91,2025-10,2474,7.0
1631,91,2025-11,1995,-19.4
1632,91,2025-12,2333,16.9
1633,91,2026-01,1247,-46.5
1634,91,2026-02,1115,-10.6
1635,91,2026-03,1983,77.8
1636,91,2026-04,1893,-4.5
1637,91,2026-05,1976,4.4
1638,91,2026-06,1634,-17.3
1639,92,2025-01,990,0.0
1640,92,2025-02,722,-27.1
1641,92,2025-03,1713,137.3
1642,92,2025-04,1101,-35.7
1643,92,2025-05,1160,5.4
1644,92,2025-06,1072,-7.6
1645,92,2025-07,1345,25.5
1646,92,2025-08,1357,0.9
1647,92,2025-09,1545,13.9
1648,92,2025-10,1361,-11.9
1649,92,2025-11,1255,-7.8
1650,92,2025-12,1434,14.3
1651,92,2026-01,924,-35.6
1652,92,2026-02,714,-22.7
1653,92,2026-03,1362,90.8
1654,92,2026-04,1275,-6.4
1655,92,2026-05,1218,-4.5
1656,92,2026-06,1174,-3.6
1657,93,2025-01,913,0.0
1658,93,2025-02,1000,9.5
1659,93,2025-03,1531,53.1
1660,93,2025-04,1711,11.8
1661,93,2025-05,1610,-5.9
1662,93,2025-06,1459,-9.4
1663,93,2025-07,1690,15.8
1664,93,2025-08,1545,-8.6
1665,93,2025-09,1725,11.7
1666,93,2025-10,1552,-10.0
1667,93,2025-11,1332,-14.2
1668,93,2025-12,1670,25.4
1669,93,2026-01,794,-52.5
1670,93,2026-02,686,-13.6
1671,93,2026-03,1960,185.7
1672,93,2026-04,1625,-17.1
1673,93,2026-05,1448,-10.9
1674,93,2026-06,1456,0.6
1675,94,2025-01,1055,0.0
1676,94,2025-02,809,-23.3
1677,94,2025-03,1364,68.6
1678,94,2025-04,1672,22.6
1679,94,2025-05,1453,-13.1
1680,94,2025-06,1094,-24.7
1681,94,2025-07,1403,28.2
